	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6
15182	907	1071	945	855	906	914
194952	198	198	163	186	188	180
27425	3550	3776	3342	3199	3207	3183
109154	4528	5397	5201	4653	4746	4542
76980	0	0	0	0	0	0
75796	226	194	241	213	185	210
22685	26	39	27	21	14	27
230657	245	224	208	192	243	210
67941	1221	1525	1363	1262	1304	1230
225896	2081	2185	2465	2202	2237	1980
115489434	0	0	0	1	0	0
19082	986	1151	1150	991	952	896
67693	728	840	757	712	701	701
225362	2	1	1	2	1	0
53604	12	7	5	11	13	12
94280	1663	1600	1705	1743	1607	1636
68969	714	701	707	749	729	642
28000	1643	2115	1929	1877	1820	1830
170719	2036	1840	1726	1609	1662	1758
12985	0	0	0	0	0	1
67972	7482	7170	6922	6284	6754	6742
241656	1	0	0	0	0	0
17130	37	68	71	44	43	35
209354	469	520	496	470	463	495
331026	318	433	341	374	410	364
66510	1335	1242	1314	1414	1411	1371
26611	1008	1164	999	1031	1130	1090
207952	453	558	565	524	467	457
66934	197	277	255	188	195	185
330189	132	162	157	172	161	173
382090	373	406	372	324	324	338
54324	14	5	14	16	8	8
240261	137	108	115	72	103	94
233765	6	3	4	2	2	1
245522	150	194	144	123	144	119
20591	2131	2282	2283	2110	2016	2258
68861	681	819	673	686	740	688
224291	0	0	0	0	0	0
56711	77	72	64	42	53	48
16418	1123	1333	1295	1215	1175	1094
66724	298	282	264	204	233	229
108000	1124	1565	1231	707	712	698
228421	189	236	211	113	118	128
80286	938	896	918	844	836	859
243272	1641	1586	1663	1455	1580	1572
666173	1183	1120	1161	1143	1070	1138
68328	348	308	362	306	284	285
11974	2375	2534	2891	3169	2921	2759
64295	196	176	224	198	193	168
329547	0	0	0	0	0	0
19824	0	0	1	0	0	0
18141	1233	1373	1388	1298	1384	1352
71732	1588	1555	1730	1759	1697	1633
70652	254	264	250	228	250	222
72691	479	483	516	462	471	465
12257	2780	3260	3579	3188	2904	2580
80880	228	191	228	193	199	246
19089	2113	2342	2484	2385	2340	2289
14871	31	25	29	27	22	16
677525	0	1	0	0	0	0
68498	0	0	0	0	0	0
56626	197	246	227	228	180	182
382051	343	298	361	518	476	465
76355	288	323	303	292	286	287
229675	569	503	473	389	412	419
102635385	0	0	0	0	0	1
620078	20	21	12	10	15	18
664994	658	619	619	664	627	575
83397	2	9	3	5	5	4
16197	4784	3923	4042	4536	4874	4823
209683	103	84	122	105	107	99
654812	1	2	2	0	2	1
224170	274	285	274	197	189	208
22024	0	0	0	1	0	0
66583	241	287	260	259	294	265
21809	30	29	24	19	36	22
12808	0	0	0	0	0	0
170935	1	0	0	0	0	0
246177	2595	3103	3075	2611	2462	2405
78802	97	88	83	78	77	78
209448	0	0	0	0	0	0
226970	78	66	76	67	77	79
329540	618	534	565	528	470	549
14172	0	0	0	0	0	0
17287	0	0	0	0	0	0
53602	1817	1945	2213	2415	2462	2192
20296	457	1433	799	1200	1468	1208
329702	1	4	1	3	2	2
72650	210	278	230	221	203	231
269400	315	404	386	285	281	278
54141	821	1134	915	722	661	590
77531	2	2	0	0	0	0
21834	5	12	6	12	10	4
18830	10072	3921	9074	24852	21555	23767
319161	0	0	0	2	2	0
21948	0	0	0	0	0	0
666105	0	0	0	0	0	0
17312	569	278	476	430	420	464
72657	266	314	280	230	189	169
94092	292	325	302	237	258	217
106489	1190	1137	1478	1394	1287	1222
55938	0	0	0	0	2	0
22335	2041	2170	1954	1983	2164	2127
101883	38	42	38	34	34	36
240069	0	0	0	0	0	0
210762	0	0	1	0	0	0
12167	0	0	0	1	0	0
100861651	1	0	1	0	2	0
70544	939	945	1064	888	920	876
17984	1	0	1	0	1	0
238875	169	227	189	156	141	143
16554	1642	1675	1621	1506	1586	1557
50874	10	3	2	5	3	5
69684	368	483	399	384	385	391
69993	140	185	164	182	232	209
69453	0	0	0	0	0	0
320116	0	0	0	0	0	0
72993	1068	1082	1009	913	916	936
278097	62	56	63	84	76	74
66161	499	612	539	527	510	492
75905	0	0	0	0	0	0
228846	0	0	0	0	0	0
78248	31	44	27	30	32	51
110958	34	40	35	33	34	40
11639	86	277	143	142	206	171
71870	15	24	27	7	10	6
18582	505	667	606	477	496	485
382571	0	0	0	0	0	0
19347	3341	3447	3525	3296	3249	3177
11624	608	426	569	402	455	472
69654	2193	2109	2145	2249	2153	2152
26374	1533	1478	1440	1365	1486	1547
81004	2087	1913	1788	1617	1784	1701
30932	653	664	646	662	603	639
72962	14	22	20	30	37	18
18606	4	1	1	0	1	2
26410	412	267	318	329	311	346
228356	163	182	187	142	164	147
69875	560	671	675	592	561	551
67399	123	347	257	153	167	144
246735	0	0	1	1	0	0
100041953	1535	1682	1684	1576	1423	1460
242620	1	4	5	2	2	1
224640	893	980	1051	1026	999	951
11799	1422	2016	1704	1129	967	1018
17436	242	397	290	338	427	363
435653	3	5	6	2	4	4
217578	871	1033	962	790	787	813
15473	346	300	266	233	246	238
83486	1954	1783	1942	1752	1801	1933
330267	0	0	0	1	0	2
11821	2241	2599	2810	2730	2553	2411
236727	529	434	478	390	464	466
115488765	2	2	0	2	0	0
225372	106	122	114	113	105	109
76273	697	621	592	685	724	733
12070	826	1076	1103	1019	966	851
70579	2803	2607	2608	2791	2869	3081
320271	232	184	158	165	151	175
11796	1292	784	1084	1047	1038	1077
24127	937	925	844	777	802	833
93732	0	0	0	0	0	0
27390	2	0	0	0	1	0
64008	72	180	105	88	162	88
215708	141	114	92	131	144	149
231279	422	433	404	392	442	460
65969	1	2	0	0	2	0
54725	3709	2818	3402	3572	3404	3569
59043	2236	2175	2425	3363	3100	3276
17475	1	0	0	0	0	0
20779	86	86	111	125	108	107
16886	428	498	491	421	411	406
237754	1	2	0	1	1	0
224814	126	117	144	134	136	129
84113	999	1014	1208	1213	1109	1041
59287	3627	3597	3636	3356	3371	3300
13389	0	0	0	0	0	0
93747	1191	1220	1241	1342	1439	1225
16010	4556	4411	4863	3560	3414	3552
66220	316	334	388	348	347	302
228598	1	0	0	0	0	0
381350	0	0	0	0	0	0
67096	138	185	152	157	165	144
14582	9	4	5	4	5	3
241274	1681	1327	1720	1799	1641	1722
68520	224	195	214	251	215	219
20284	0	1	0	0	0	0
20817	935	1004	930	819	937	920
106877	98	91	118	71	70	59
12661	0	0	0	0	0	0
667742	1	0	0	1	0	0
382793	288	279	263	302	294	343
14183	0	0	1	1	0	0
109594	3	1	3	3	1	1
234788	0	0	0	0	0	0
15331	3777	4172	3795	2731	2804	2629
192195	874	794	827	791	756	865
70769	746	1043	846	858	888	850
73095	47	56	56	45	61	50
26562	534	634	709	752	658	670
70719	5427	4837	5932	5266	4665	4746
21929	871	691	793	1132	1126	1099
14803	0	0	0	0	0	0
219189	804	898	888	950	1012	1038
18426	0	0	0	0	1	0
18025	0	0	0	0	0	0
12296	2	4	3	1	0	0
13137	0	0	0	0	0	0
74051	0	0	0	1	0	0
14784	6054	5667	5946	6552	6624	6571
223262	0	2	0	0	0	0
171095	5	2	4	4	1	4
19143	120	118	126	146	100	136
228859	62	90	71	70	61	72
76132	0	0	2	0	0	0
106522	88	64	116	110	103	122
380773	559	580	531	561	571	566
101055907	35	57	46	19	33	20
17939	2116	1966	2284	2401	2346	2293
68734	1220	1362	1202	1064	1139	1140
27279	126	133	114	173	175	161
242521	1491	1182	1266	1141	1130	1250
226541	660	654	612	561	561	618
320808	929	969	956	865	856	839
100038909	753	934	819	582	586	570
208111	71	79	66	34	54	53
23880	9967	8112	9098	8597	8417	9484
216613	1	0	0	0	0	0
57751	361	346	403	400	381	354
69692	97	132	133	108	118	93
11737	2987	3367	2876	2357	2639	2510
66237	51	42	39	53	54	54
56709	863	925	966	891	915	834
16897	664	866	887	773	723	647
66771	642	609	586	607	726	591
67063	7	15	15	6	4	7
100504309	42	38	44	35	44	36
239170	407	422	427	458	458	401
12776	0	0	0	0	0	0
106585	660	557	535	458	480	505
11602	1	0	0	0	0	1
101631	541	677	648	605	587	556
73062	393	409	422	390	421	375
78651	501	638	523	425	440	434
66556	1221	1357	1516	1401	1421	1159
545893	0	0	0	0	0	0
106557	8	4	5	1	1	1
208084	204	260	217	163	132	134
19819	267	284	303	324	309	315
66736	986	1070	1020	855	1081	974
26554	2341	2328	2067	1848	1952	2023
213084	36	62	40	39	57	52
54650	1321	1385	1277	1317	1359	1418
56526	532	542	525	408	386	348
382010	149	170	173	145	150	169
12540	19877	20369	19944	16906	19353	18811
74264	0	0	0	1	0	0
382864	1	0	0	1	1	0
102633458	0	0	0	0	0	0
246221	516	457	498	449	423	438
208154	6	0	8	7	3	2
244813	0	0	0	0	0	0
20403	2796	3006	2712	2385	2491	2517
53312	2390	2287	2524	2454	2533	2478
66085	5168	4735	5248	5002	4937	4813
78885	2387	2484	2755	2901	2656	2554
19091	8	5	6	6	9	9
270151	363	381	393	367	321	334
613264	0	2	1	0	1	0
76577	1035	1021	1018	1084	1062	1020
381522	14	14	19	11	13	6
233895	998	1033	1104	1126	1011	974
12291	0	0	0	0	0	0
101314	2785	2834	2855	2802	2642	2635
56749	189	190	204	200	197	186
68943	1548	1088	1625	1683	1429	1527
21917	4183	5221	4338	3154	3290	3288
12465	3670	4054	3832	3810	3750	3632
67143	317	305	291	288	260	262
245695	52	46	50	49	51	33
14704	0	0	0	0	0	0
17874	1491	1407	1613	1456	1288	1376
68303	363	367	379	347	404	390
231602	0	0	0	0	0	0
11498	4	8	7	3	4	4
78339	2209	2065	2641	2471	2107	2114
108654	687	684	577	685	655	734
104721	1487	1894	1505	1572	1662	1592
224250	504	469	484	484	542	494
116870	939	1038	1080	997	945	883
71909	295	402	357	318	276	261
78134	6	5	2	2	0	1
115486031	103	100	64	51	73	71
66914	1308	1353	1501	1360	1225	1314
20054	9239	9065	9772	9257	9551	9413
74200	991	959	921	800	839	823
382137	117	117	110	89	101	96
66786	0	0	0	0	0	0
81909	350	372	364	407	389	321
72244	650	593	642	462	470	452
76804	601	615	631	531	572	546
100210	144	205	192	198	201	182
70839	524	425	388	240	239	261
74775	149	166	204	202	187	186
107029	919	1292	1032	1134	1288	1201
74646	35	57	61	55	68	66
102636082	0	2	3	2	1	0
50781	0	0	1	1	1	1
245240	215	207	220	246	239	244
22183	329	250	303	310	294	277
210004	121	133	136	119	114	125
74277	309	348	334	326	348	346
29858	373	375	425	334	345	288
67898	810	832	902	869	842	783
12716	0	0	0	0	0	0
233979	977	968	1029	1265	1180	1240
109222	1	2	2	2	2	4
18786	1437	1510	1450	1329	1522	1441
109901	126	115	124	126	91	101
100038847	0	0	0	0	0	0
665562	2413	2151	3155	2306	2289	2485
102638268	0	0	0	0	0	0
12339	1250	1195	1162	1099	1147	1201
73212	373	513	511	413	429	354
15312	1820	2179	2027	1775	1952	1825
140765	0	0	0	1	2	0
217169	193	188	195	193	195	210
67870	358	516	404	442	393	412
235623	694	748	838	819	753	785
63958	1663	1714	1749	1756	1783	1603
100040416	23	9	7	6	10	11
667666	0	0	0	0	0	0
74097	177	190	174	156	183	185
66757	106	111	125	99	97	96
66249	723	841	702	700	714	788
27406	875	812	900	850	836	877
216152	11	9	13	12	10	10
75540	359	325	319	302	322	306
381260	0	0	1	1	0	0
100126824	123	171	157	212	179	194
52822	1310	1231	1220	1330	1391	1388
207742	28	20	19	18	22	15
118568753	0	0	1	0	0	1
224840	75	143	99	68	107	71
69519	65	77	66	61	68	55
13649	39	24	39	41	27	22
676527	0	0	0	0	0	0
226861	31	28	35	33	41	30
11764	4764	4518	5224	4243	3863	3912
67166	3670	3600	3464	3455	3649	3632
208760	0	0	0	0	0	0
70693	36	45	46	47	39	51
241452	439	420	357	417	378	388
14017	5952	5150	5574	6692	6732	6784
338351	110	98	96	90	108	116
66978	889	973	892	862	926	924
11421	4	2	6	9	4	12
14767	0	1	0	0	0	0
15452	4263	4245	3688	3641	3795	3749
68845	434	516	573	453	458	418
19216	40	36	23	31	41	42
68036	1740	1766	1657	1635	1715	1645
19893	63	67	58	49	47	50
23989	584	710	720	678	643	596
100910	1926	2080	2266	2325	2141	2059
115489545	7	4	3	5	5	2
12606	2119	2133	2658	2357	2096	2031
14942	0	0	0	0	0	0
16526	0	0	0	0	0	0
630146	69	39	45	51	49	43
70456	421	483	494	470	453	457
338337	888	876	828	858	872	875
70727	98	75	80	84	89	84
72322	755	921	846	850	844	850
70382	352	286	335	315	308	320
18209	3	1	1	2	4	2
80509	690	733	767	753	697	657
73833	268	262	295	267	239	237
217031	135	169	124	185	238	169
14433	52065	78576	68284	61961	62522	56186
72349	3043	3197	2986	3494	3536	3600
85031	4	3	2	2	1	0
73174	936	947	1035	955	885	869
26417	5238	5515	6261	5800	5424	5202
260305	32	47	53	33	34	29
240754	0	0	0	2	0	0
320662	4	3	2	0	4	2
69743	58	40	64	54	47	44
19108	1522	1321	1375	1532	1614	1643
232807	2074	2091	2278	1965	1889	1906
110750	1214	1592	1221	1214	1237	1249
66218	870	1011	958	900	953	758
170780	0	0	0	0	0	0
320560	9	14	17	19	13	12
26357	268	269	271	216	234	209
20853	1263	1261	1208	1075	1160	1133
668940	0	0	0	1	2	0
246691	0	0	1	0	0	0
207958	297	310	246	268	291	310
20197	2	0	0	0	1	1
66144	1854	1994	2304	2356	2271	2086
56095	755	949	804	812	834	871
21349	384	421	410	340	364	358
170787	219	250	255	239	232	251
28006	2352	2234	2194	2296	2242	2299
19242	0	0	0	0	0	0
239528	731	851	811	856	836	830
225283	379	395	312	373	390	392
234912	0	0	0	0	0	0
207777	245	391	327	222	242	180
66125	809	998	1041	915	905	782
66515	463	431	515	487	467	416
213006	9	12	6	4	4	3
12261	954	1405	1289	1349	1342	1314
50527	1606	2202	1579	1581	1902	1787
118567769	0	0	1	0	0	0
71085	2644	1847	2312	2347	2393	2460
230857	836	946	1024	746	757	700
11905	0	1	1	0	0	0
100502736	0	0	1	0	3	0
102098	159	166	195	180	169	157
15499	398	431	485	442	453	442
66109	428	414	428	509	543	479
69900	2193	2108	2333	2285	2225	2318
71693	3	1	3	5	0	2
23921	246	386	375	280	304	286
329693	4	1	5	6	3	12
113523645	24	24	17	9	15	14
11840	7701	8662	8056	7931	8051	7979
72273	42	27	32	38	28	41
26451	10912	9590	10088	10507	9759	9975
15193	653	729	726	579	627	601
26385	1083	1202	1268	1240	1083	1124
22288	658	689	636	551	604	587
72068	1051	1140	1040	970	961	1011
17381	28038	25693	26013	38194	45610	44759
50785	907	1015	1069	1235	1223	1145
654459	0	0	0	0	0	0
105244931	79	57	53	27	47	22
56456	673	1101	894	827	822	797
72544	113	103	121	102	79	77
68730	532	610	582	584	525	512
29820	0	0	1	0	0	0
329554	0	0	2	3	2	2
215748	84	85	92	140	117	150
98388	7	3	3	35	41	29
26886	197	270	208	127	143	120
435145	0	0	0	0	0	0
13592	0	0	0	0	0	0
214345	19	23	13	17	4	13
67983	5	0	2	2	3	6
79196	46	27	33	53	34	46
108168771	0	0	0	0	0	0
319758	714	695	680	625	663	667
269999	784	588	803	827	674	771
227638	269	374	313	293	309	314
666907	1797	557	1167	725	726	907
19736	0	0	0	0	1	1
68725	0	0	0	0	0	1
381924	3	0	1	0	0	0
243547	0	0	0	0	0	0
27355	494	750	595	334	356	331
20482	1127	1044	1041	837	939	948
19664	7479	8276	7653	8304	8443	8050
21951	755	736	725	825	836	833
73086	477	509	426	386	399	345
271278	0	0	0	0	0	0
214968	103	31	79	65	73	57
52013	591	557	635	474	575	503
111241	0	3	4	0	0	0
74998	127	115	117	117	107	118
330050	90	74	81	78	71	67
225358	933	830	878	887	895	972
12944	0	0	1	0	0	0
105675	144	151	157	167	153	187
52666	2	6	5	3	8	7
66594	836	993	1017	838	819	825
385668	0	5	0	2	0	2
70059	9	2	5	4	11	13
327959	635	559	599	478	434	462
83671	1	0	2	2	1	0
20964	135	97	149	497	486	481
406217	0	1	0	1	0	0
100535	1	2	0	0	0	2
14412	6	5	7	2	9	7
665180	0	0	0	0	0	0
81014	2	0	1	2	1	1
76742	2018	1693	1840	1831	1735	1963
329260	960	757	760	629	764	746
347708	0	0	0	0	0	0
100040298	62	56	44	55	29	36
216831	0	0	0	0	0	0
20689	0	0	0	0	0	0
268470	2340	2485	2365	2073	2089	2197
76524	2042	2116	2215	1897	1767	1624
674895	6	3	2	1	6	2
240063	0	1	2	4	0	3
227357	1	0	1	1	2	1
72047	1680	1898	1638	1525	1599	1636
12160	1	0	0	0	1	0
100715	1891	1806	1731	1618	1625	1662
170676	2	2	5	0	1	1
74022	2909	2709	2855	2823	2642	2807
75320	2133	1714	1895	2058	2015	2041
69307	0	0	1	1	1	1
224023	358	378	395	399	434	391
234684	36	44	42	39	37	42
60504	864	889	854	633	670	709
319211	0	0	0	0	0	0
80718	10	1	5	4	4	5
226777	0	0	0	1	0	0
60596	3	0	3	2	1	0
16970	1941	1806	1943	1724	1732	1713
228482	1440	1684	1594	1103	1193	1164
18985	0	0	0	0	1	0
268663	0	0	0	0	0	0
14062	5	3	4	4	2	2
80751	720	697	728	627	613	622
56307	2924	3473	3203	2739	2872	2875
66101	297	400	341	302	313	294
14462	0	0	0	0	1	1
76867	966	1002	972	1001	1141	1011
11957	1985	2043	1869	1825	1907	1702
100042149	0	0	0	0	0	0
106326	1848	1614	1826	1569	1549	1592
433752	10	16	15	8	12	10
71920	2	2	0	0	1	0
13608	0	0	0	0	0	0
66117	60	86	61	76	74	50
28114	1555	1881	1698	1625	1788	1716
67860	1	1	0	1	0	0
14999	1509	1155	1480	1446	1433	1460
12812	227	240	226	189	238	178
56716	445	456	481	423	405	379
70951	15	16	8	11	12	14
216991	2385	1838	1954	1957	2058	2064
15898	4	6	4	2	5	3
115490387	3	6	1	3	4	0
545653	0	0	0	0	0	0
384763	70	67	62	60	53	69
66566	548	583	627	505	522	458
102308570	0	0	0	1	0	1
22626	1	4	1	4	1	3
110948	255	285	264	244	234	244
67998	1718	1628	1695	1659	1685	1685
108168809	0	0	0	0	0	1
118567331	0	0	0	0	2	0
67296	895	868	743	674	695	738
50530	0	0	0	0	0	0
226025	2	1	3	1	3	1
100041639	0	2	2	0	0	3
19172	2330	2798	2789	2546	2502	2531
216343	0	0	1	1	0	0
72585	1	0	0	0	0	0
56530	953	929	1118	1063	1035	927
103964	0	0	0	0	0	0
381148	13	8	8	6	5	8
12766	71	119	109	131	153	114
12458	0	0	1	1	0	0
20147	0	0	0	0	0	0
320736	0	1	0	0	0	0
100039139	10	4	3	2	5	9
217517	26	38	28	19	15	12
77559	1083	1204	1075	1206	1177	1240
319173	8	5	5	9	2	8
228983	768	775	737	713	723	734
57773	296	357	328	364	331	334
73998	576	661	628	527	525	491
16822	2472	2737	2550	2281	2287	2293
67830	2606	2855	2701	2632	2558	2528
22591	467	433	463	385	364	393
108168367	1	0	6	0	1	1
229588	1	0	0	0	1	1
21339	124	85	112	94	119	106
20498	1180	1161	1459	1583	1435	1405
100042945	0	0	0	0	0	0
18770	0	0	0	0	0	0
16988	1543	1018	1331	1105	1091	1120
622480	0	0	0	1	0	0
72149	462	469	501	497	467	477
14598	1	1	0	0	0	0
67891	18276	18411	19931	19257	19082	18652
54667	1046	1114	1147	987	886	876
17127	225	218	235	181	155	174
98256	78	13	51	47	41	34
234699	740	827	888	844	802	822
76645	35	30	55	32	26	25
12013	2540	1948	2079	1787	1809	1958
67731	117	58	91	185	189	200
30947	54	62	57	69	66	87
67298	195	230	167	181	210	189
15416	0	0	0	0	0	0
12265	251	86	195	211	191	247
72003	0	0	0	0	0	0
67006	1035	986	941	893	1005	1011
76799	2033	2010	2269	1993	1959	1979
100206	310	323	326	352	305	321
100045125	36	34	35	12	16	28
16324	3	0	1	1	0	2
108832	0	0	0	0	0	1
230163	0	0	0	0	0	0
15437	0	0	0	0	0	0
231605	84	69	71	59	58	42
71729	174	225	212	190	177	155
74411	271	260	223	214	225	233
115486510	14	5	8	6	5	3
18715	60	73	74	64	59	86
100188919	0	0	0	0	0	1
115487414	0	0	0	0	0	0
386649	1187	1437	1438	1309	1243	1249
118453	33	28	36	35	38	29
15213	7	9	7	11	14	11
100322896	0	0	0	0	0	0
269881	271	303	346	342	322	302
242377	3	1	1	1	1	1
14457	5176	3756	4432	3271	2832	3397
66422	228	257	254	267	255	236
67178	279	367	362	329	332	286
66894	1826	1993	2010	1933	1813	1756
215387	1185	1660	1288	941	1006	888
108116	51	41	64	80	51	73
12827	50	71	66	34	26	34
102637505	0	0	0	0	0	0
58229	0	0	0	0	1	3
270166	726	751	709	665	710	723
22223	301	603	454	381	409	306
272551	471	736	644	519	469	448
18023	4464	4925	4839	5655	5708	5306
73447	1015	823	952	1018	990	1075
71514	4487	4427	4263	4071	4075	4203
207965	189	208	231	192	174	185
12534	1755	2656	2056	1469	1607	1353
19356	537	588	601	522	524	570
101471	995	1289	1246	1197	1100	1051
102545	1389	1622	1676	1363	1342	1313
19264	9356	8365	8483	7451	7860	8350
109660	3	5	2	4	2	3
240047	21	23	18	9	10	13
53422	1	0	0	0	0	0
14793	1566	2061	1819	1283	1317	1145
52588	2318	2890	2742	2262	2341	2152
56738	623	585	631	681	548	569
70989	0	0	0	0	0	0
240725	0	0	1	3	0	2
68911	1028	1088	1096	968	832	897
23821	191	167	186	167	130	142
671535	688	669	743	724	633	655
79233	367	395	421	385	344	354
102637189	0	1	0	0	0	3
22253	0	1	1	0	0	0
19340	1510	1661	1702	1498	1515	1391
58240	979	982	1037	967	939	895
118568718	37	38	29	22	28	17
72844	389	446	421	407	381	358
14266	2	1	2	0	0	0
12359	8327	7537	8105	8956	9485	9147
58242	0	0	0	0	0	0
21371	1378	1459	1498	1326	1485	1349
13637	12	15	17	8	11	14
50914	0	0	0	0	0	0
102626	1474	1392	1570	1251	1194	1212
15116	0	0	0	0	0	0
20375	4988	5195	6317	6332	5750	5612
15423	0	0	0	0	0	0
636741	16	20	20	31	18	14
68265	0	0	0	0	0	0
18263	998	1301	1060	1018	1181	943
216864	117	40	77	89	72	74
20679	0	2	1	0	0	0
215114	4246	4720	4506	4822	4676	4801
74203	1051	1273	1242	975	971	1049
211586	405	403	440	354	334	376
18803	242	293	276	287	268	260
98193	1951	1649	1839	1635	1742	1830
67116	1563	1582	1660	1491	1477	1378
11812	3	3	2	51	67	57
280667	0	0	0	0	0	0
14008	0	0	0	0	0	0
26912	199	281	239	231	250	196
276920	0	0	0	0	0	0
114642	60	84	51	38	63	47
242891	0	0	0	0	0	0
101994	549	544	524	518	491	526
404319	0	0	0	0	0	0
66557	0	0	0	0	0	0
29873	1	1	0	1	2	3
72634	297	338	341	276	296	281
100048644	9	3	5	3	10	1
22038	321	342	355	397	380	348
105203	336	380	324	260	271	317
434156	88	86	90	70	77	73
60409	651	739	678	710	693	659
639281	0	1	1	0	1	2
20463	4489	3789	4522	4237	4188	4295
66637	207	223	181	173	206	212
14254	65	94	75	45	65	63
73047	18	22	17	16	23	21
67542	612	619	629	621	618	588
224691	171	178	143	143	156	156
22433	3811	3602	3754	3309	3415	3532
22701	253	282	283	248	246	219
15289	6128	7217	6308	4922	5299	4888
11837	25539	20701	24991	27363	24252	25073
666938	439	492	501	433	435	453
338367	34	51	63	62	57	44
116903	0	1	1	0	1	0
17760	42	40	58	40	47	41
209361	290	352	362	274	303	255
243407	2	0	0	0	0	0
107934	74	56	67	85	90	72
271457	1732	1559	1473	1392	1475	1552
68852	2	3	2	2	1	4
107239	14	22	26	24	19	11
18196	6	2	2	2	2	1
28146	6178	4866	5368	5050	5436	5513
66674	689	638	572	602	725	676
54711	1325	1223	1268	1256	1179	1264
101056241	3	0	0	1	1	0
19400	159	111	174	130	116	100
213948	168	94	144	323	292	330
12505	13073	12684	11735	10218	11009	10692
170737	1307	1304	1433	1249	1313	1196
18438	3584	2572	3566	4208	4018	4211
214133	696	685	625	551	582	572
208618	129	120	107	127	113	146
233040	0	0	1	0	0	0
74192	677	822	720	706	812	748
259038	0	0	0	0	0	0
30046	638	617	595	405	491	448
104806	191	231	205	169	193	176
66082	17	13	22	14	21	16
20843	2367	2056	1996	1650	1780	1822
667803	187	162	187	135	118	115
69047	0	0	1	0	0	2
230101	360	369	344	371	298	315
219114	348	481	358	246	257	220
216558	2838	3052	2558	2290	2838	2608
319622	3629	3252	3292	3595	3713	3861
232944	665	700	735	758	786	763
231999	294	300	342	284	315	310
20103	8372	8417	9851	9509	8678	8423
118568062	5	5	4	9	4	5
83797	394	444	416	373	393	354
12921	0	0	0	0	0	0
16414	18316	17395	19381	23822	22361	23909
116904	2	4	4	0	0	0
75691	79	92	104	109	68	96
24010	4428	4103	4577	3826	4127	4201
227738	328	291	301	371	355	309
108150	1530	1552	1375	1411	1459	1470
105722	2711	2822	2644	2429	2633	2450
22594	549	610	651	559	555	546
55994	0	0	0	0	0	0
102643076	0	0	0	0	0	0
214058	0	0	0	1	0	0
14077	56	63	51	63	52	71
15040	4508	3210	3982	4211	3830	4305
319615	302	270	254	188	215	241
12315	4481	5395	5413	4577	4538	4331
20181	1915	2133	2035	1867	1955	1813
13690	13872	14293	13948	12852	13344	13481
67669	348	442	377	389	427	378
73368	101	89	70	95	82	67
22441	59	25	32	38	24	38
20115	10823	9404	10535	10965	10321	10977
71929	3466	3329	2880	2661	2899	2812
103149	0	0	0	1	1	1
102323	395	476	409	452	423	420
100041505	0	0	0	0	0	0
217194	47	46	34	48	32	45
20564	0	1	2	2	0	0
381293	367	535	411	255	269	245
14697	143	184	163	207	223	207
71584	1	1	1	0	0	1
387314	1	0	0	0	0	0
15460	13	11	23	7	10	10
15384	5952	7918	6547	6396	6648	6268
228602	644	665	678	733	723	783
66523	319	374	333	313	352	316
78893	473	538	569	529	497	486
56356	4309	4246	4920	4839	4751	4537
64384	180	181	222	219	179	184
13557	442	484	488	509	486	489
269437	0	0	0	0	0	0
17252	1332	1197	1148	1234	1331	1422
53883	6	6	13	4	12	4
66264	206	217	246	188	182	183
80889	622	742	780	830	804	741
232313	0	0	1	0	0	0
230726	0	0	0	0	0	0
18628	205	185	199	172	181	222
66141	9074	7816	9770	10140	9235	8858
546519	1	0	1	1	0	0
12530	373	530	444	363	405	378
105841	17	19	20	12	18	8
170721	3	3	1	2	2	1
69683	1000	1180	1222	1198	1040	1043
268934	0	0	0	0	1	0
243834	175	167	183	144	135	143
100040049	5	7	6	14	12	9
668880	1802	1630	1754	1630	1596	1629
77891	1818	2758	2372	2122	2160	1958
252967	93	109	104	71	91	70
19935	427	457	504	496	498	482
93710	3	0	0	10	0	0
67737	0	0	0	0	0	0
245007	540	428	406	395	427	411
245944	749	646	646	600	665	654
71868	2	2	1	3	0	0
234677	0	0	0	0	0	0
71521	2154	2476	2049	1745	1975	1943
71111	0	0	0	0	0	0
51960	327	340	349	366	280	327
217335	484	491	493	501	456	453
232491	254	235	219	186	210	191
232889	6	8	5	2	5	10
18294	211	214	251	237	209	207
66863	1027	1113	1201	1157	1123	1131
18125	4	2	2	2	1	1
76366	246	263	293	265	271	262
72748	19	20	26	30	26	22
74343	623	599	621	599	553	585
432478	0	0	0	0	0	0
320135	38	50	42	20	39	33
232879	332	315	393	340	288	319
217364	352	221	324	395	333	369
66286	1942	2310	1899	1702	1868	1841
27681	912	983	971	877	845	868
21462	2	1	2	3	1	2
22193	1055	1154	1038	893	954	941
17268	43	38	56	50	36	40
115486479	0	0	0	0	0	0
216177	56	60	61	34	39	37
14211	1611	2277	1632	1073	1225	1093
68342	1262	1294	1461	1313	1359	1207
66606	321	315	293	294	303	317
19291	2357	2272	1991	1777	1964	1935
109828	0	0	0	0	0	0
381812	136	146	138	108	131	129
640524	52	36	39	46	38	46
239337	0	1	0	2	1	0
69269	375	343	415	332	335	319
69367	468	427	390	376	477	429
72709	287	295	353	265	257	264
78829	1728	1862	2103	1853	1801	1727
547109	0	0	0	0	0	0
28064	1332	1326	1514	1585	1449	1352
100503890	362	326	341	271	283	256
